YYYYMM,Value,Column_Order,Description,Unit
199613,129.532,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
199713,135.974,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
199813,120.853,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
199913,123.227,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
200013,110.899,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
200113,129.322,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
200213,125.512,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
200313,138.232,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
200413,140.168,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
200513,139.637,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
200613,150.857,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
200713,147.205,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
200813,129.785,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
200913,111.154,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
201013,119.109,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
201113,118.056,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
201213,114.144,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
201313,119.629,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
201413,112.231,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
201513,115.867,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
201613,123.898,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
201713,130.463,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
201813,127.146,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
201913,130.804,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
202013,122.979,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
197313,2325.359,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197413,2227.465,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197513,2190.352,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197613,2350.579,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197713,2478.311,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197813,2524.642,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197913,2441.893,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198013,2244.422,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198113,2101.61,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198213,1994.449,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198313,1978.053,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198413,2034.502,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198513,2023.813,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198613,2112.063,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198713,2143.095,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198813,2241.112,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198913,2239.73,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199013,2185.441,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199113,2131.382,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199213,2179.861,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199313,2184.129,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199413,2224.684,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199513,2216.389,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199613,2306.468,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199713,2325.993,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199813,2371.245,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199913,2431.047,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200013,2477.293,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200113,2487.523,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200213,2482.499,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200313,2545.301,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200413,2622.877,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200513,2632.757,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200613,2601.721,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200713,2587.416,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200813,2417.916,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200913,2283.484,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201013,2303.884,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201113,2255.045,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201213,2195.051,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201313,2221.166,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201413,2251.426,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201513,2289.805,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201613,2312.796,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201713,2331.068,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201813,2377.13,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201913,2371.737,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
202013,2042.448,13,"Petroleum, Excluding Biofuels, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197313,4720.863,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
197413,4560.964,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
197513,4427.888,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
197613,4694.557,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
197713,4835.09,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
197813,4884.053,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
197913,4949.836,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
198013,4756.27,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
198113,4636.631,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
198213,4404.435,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
198313,4383.942,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
198413,4612.856,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
198513,4605.355,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
198613,4615.662,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
198713,4775.551,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
198813,4998.212,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
198913,5084.559,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
199013,5037.896,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
199113,4992.685,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
199213,5093.879,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
199313,5185.52,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
199413,5262.663,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
199513,5324.311,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
199613,5518.03,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
199713,5589.322,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
199813,5636.733,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
199913,5700.253,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
200013,5888.592,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
200113,5777.788,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
200213,5820.025,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
200313,5886.417,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
200413,5993.719,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
200513,6006.994,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
200613,5929.329,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
200713,6015.538,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
200813,5823.127,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
200913,5403.665,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
201013,5593.662,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
201113,5454.696,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
201213,5236.323,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
201313,5358.87,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
201413,5413.879,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
201513,5262.076,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
201613,5169.497,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
201713,5131.081,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
201813,5277.193,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
201913,5144.361,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
202013,4575.246,14,Total Energy CO2 Emissions,Million Metric Tons of Carbon Dioxide
